id,tune,segment_idx,measure,beat,chord_symbol,chord_function,key,iv,ic1,ic2,ic3,ic4,ic5,ic6,iv_sum,forte_class,cardinality,note_count,pitch_classes,relative_pcs,timestamp_ms,dissonance,iv_distance,iv_sum_norm,dissonance_norm,iv_distance_norm
73bwc,Diverse,68,76,2.0,F,V,Bb minor,(101100),1,0,1,1,0,0,3,3-3A,3,4,"[6, 7, 10]","[1, 2, 5]",151000.0,1.0,2.6457513110645907,0.0,0.05263157894736842,0.15811388300841897
73bwc,Diverse,69,77,0.0,B-,I,Bb minor,(434442),4,3,4,4,4,2,21,7-18B,7,8,"[1, 3, 4, 5, 6, 9, 10]","[0, 3, 5, 6, 7, 8, 11]",152000.0,7.1,7.483314773547883,0.34615384615384615,0.3736842105263158,0.4472135954999579
73bwc,Diverse,70,78,0.0,F,V,Bb minor,(336333),3,3,6,3,3,3,21,7-31A,7,8,"[0, 1, 3, 4, 6, 9, 10]","[1, 4, 5, 7, 8, 10, 11]",154000.0,6.9,2.8284271247461903,0.34615384615384615,0.3631578947368421,0.16903085094570333
73bwc,Diverse,71,79,0.0,B-,I,Bb minor,(132130),1,3,2,1,3,0,10,5-23A,5,6,"[0, 1, 3, 5, 10]","[0, 2, 3, 5, 7]",156000.0,2.5,5.744562646538029,0.1346153846153846,0.13157894736842105,0.34330328116279757
73bwc,Diverse,72,81,0.0,F,V,Bb minor,(544431),5,4,4,4,3,1,21,7-3B,7,8,"[0, 3, 4, 5, 6, 7, 8]","[0, 1, 2, 3, 7, 10, 11]",160000.0,7.8,5.5677643628300215,0.34615384615384615,0.4105263157894737,0.33273756282434613
73bwc,Diverse,73,82,0.0,B-,I,Bb minor,(224322),2,2,4,3,2,2,15,6-28,6,6,"[2, 5, 6, 8, 10, 11]","[0, 1, 4, 7, 8, 10]",162000.0,4.6,4.0,0.23076923076923078,0.2421052631578947,0.23904572186687872
73bwc,Diverse,74,83,0.0,E-,IV,Bb minor,(111111),1,1,1,1,1,1,6,4-29A,4,7,"[3, 4, 6, 10]","[0, 1, 3, 7]",164000.0,2.3,4.123105625617661,0.057692307692307696,0.12105263157894736,0.24640269015229058
73bwc,Diverse,75,85,0.0,E-,IV,Bb minor,(210000),2,1,0,0,0,0,3,3-1,3,3,"[4, 5, 6]","[1, 2, 3]",168000.0,2.5,2.23606797749979,0.0,0.13157894736842105,0.1336306209562122
73bwc,Diverse,76,86,0.0,A-,bVII,Bb minor,(132130),1,3,2,1,3,0,10,5-23A,5,10,"[0, 1, 3, 5, 10]","[2, 4, 5, 7, 9]",170000.0,2.5,4.358898943540674,0.1346153846153846,0.13157894736842105,0.26049403612586386
73bwc,Diverse,77,87,0.0,D-,bIII,Bb minor,(202420),2,0,2,4,2,0,10,5-21A,5,7,"[0, 4, 5, 8, 9]","[3, 4, 7, 8, 11]",172000.0,2.0,4.47213595499958,0.1346153846153846,0.10526315789473684,0.2672612419124244
73bwc,Diverse,78,88,0.0,F,V,Bb minor,(435432),4,3,5,4,3,2,21,7-16B,7,9,"[0, 1, 2, 3, 6, 9, 10]","[1, 4, 5, 7, 8, 9, 10]",174000.0,7.1,5.196152422706632,0.34615384615384615,0.3736842105263158,0.3105295017040594
73bwc,Diverse,79,89,0.0,B-,I,Bb minor,(210000),2,1,0,0,0,0,3,3-1,3,3,"[3, 4, 5]","[5, 6, 7]",176000.0,2.5,7.874007874011811,0.0,0.13157894736842105,0.4705619740571601
73bwc,Diverse,80,90,2.0,F,V,Bb minor,(122010),1,2,2,0,1,0,6,4-10,4,4,"[0, 1, 3, 10]","[5, 7, 8, 10]",179000.0,2.0,2.6457513110645907,0.057692307692307696,0.10526315789473684,0.15811388300841897
73bwc,Diverse,81,92,2.0,F,V,Bb minor,(200121),2,0,0,1,2,1,6,4-8,4,4,"[0, 1, 5, 6]","[0, 1, 7, 8]",183000.0,2.8,3.4641016151377544,0.057692307692307696,0.14736842105263157,0.20701966780270625
73bwc,Diverse,82,93,0.0,B-,I,Bb minor,(322111),3,2,2,1,1,1,10,5-4A,5,6,"[0, 3, 9, 10, 11]","[0, 1, 2, 5, 11]",184000.0,4.8,3.1622776601683795,0.1346153846153846,0.25263157894736843,0.18898223650461363
73bwc,Diverse,83,94,0.0,F,V,Bb minor,(656542),6,5,6,5,4,2,28,8-3,8,9,"[0, 1, 2, 3, 4, 5, 6, 9]","[0, 1, 4, 7, 8, 9, 10, 11]",186000.0,10.1,7.745966692414834,0.4807692307692308,0.531578947368421,0.46291004988627577
73bwc,Diverse,84,95,0.0,B-,I,Bb minor,(122010),1,2,2,0,1,0,6,4-10,4,4,"[0, 1, 3, 10]","[0, 2, 3, 5]",188000.0,2.0,9.38083151964686,0.057692307692307696,0.10526315789473684,0.5606119105813882
73bwc,Diverse,85,96,0.0,F,V,Bb minor,(324222),3,2,4,2,2,2,15,6-42,6,7,"[0, 3, 4, 5, 6, 9]","[0, 1, 4, 7, 10, 11]",190000.0,5.6,4.123105625617661,0.23076923076923078,0.29473684210526313,0.24640269015229058
7RfYc,Mohawk (No. 1),0,2,0.0,B-,I,Bb major,(233331),2,3,3,3,3,1,15,6-24A,6,7,"[0, 2, 6, 7, 9, 10]","[0, 2, 4, 8, 9, 11]",2000.0,4.3,0.0,0.23076923076923078,0.2263157894736842,0.0
7RfYc,Mohawk (No. 1),1,3,0.0,E-,IV,Bb major,(012120),0,1,2,1,2,0,6,4-26,4,6,"[1, 3, 6, 10]","[0, 3, 7, 10]",4000.0,0.5,3.872983346207417,0.057692307692307696,0.02631578947368421,0.23145502494313788
7RfYc,Mohawk (No. 1),2,4,0.0,B-,I,Bb major,(254361),2,5,4,3,6,1,21,7-35,7,9,"[0, 1, 3, 5, 7, 8, 10]","[0, 2, 3, 5, 7, 9, 10]",6000.0,5.3,6.708203932499369,0.34615384615384615,0.2789473684210526,0.4008918628686366
7RfYc,Mohawk (No. 1),3,6,0.0,E-,IV,Bb major,(010020),0,1,0,0,2,0,3,3-9,3,6,"[0, 5, 10]","[2, 7, 9]",10000.0,0.5,7.874007874011811,0.0,0.02631578947368421,0.4705619740571601
7RfYc,Mohawk (No. 1),4,7,0.0,E-,IV,Bb major,(313431),3,1,3,4,3,1,15,6-19A,6,8,"[2, 3, 5, 6, 9, 10]","[0, 2, 3, 6, 7, 11]",12000.0,4.3,6.0,0.23076923076923078,0.2263157894736842,0.35856858280031806
7RfYc,Mohawk (No. 1),5,8,0.0,B-,I,Bb major,(001110),0,0,1,1,1,0,3,3-11B,3,4,"[0, 5, 9]","[2, 7, 11]",14000.0,0.0,5.291502622129181,0.0,0.0,0.31622776601683794
7RfYc,Mohawk (No. 1),6,9,0.0,B-,I,Bb major,(201210),2,0,1,2,1,0,6,4-7,4,6,"[2, 3, 10, 11]","[0, 1, 4, 5]",16000.0,2.0,2.23606797749979,0.057692307692307696,0.10526315789473684,0.1336306209562122
7RfYc,Mohawk (No. 1),7,10,0.0,C,II,Bb major,(001110),0,0,1,1,1,0,3,3-11A,3,7,"[2, 7, 10]","[2, 7, 10]",18000.0,0.0,2.23606797749979,0.0,0.0,0.1336306209562122
7RfYc,Mohawk (No. 1),8,11,0.0,F,V,Bb major,(001110),0,0,1,1,1,0,3,3-11A,3,5,"[2, 7, 10]","[2, 5, 9]",20000.0,0.0,0.0,0.0,0.0,0.0
7RfYc,Mohawk (No. 1),9,12,0.0,B-,I,Bb major,(123121),1,2,3,1,2,1,10,5-25B,5,9,"[2, 5, 7, 8, 10]","[0, 4, 7, 9, 10]",22000.0,2.8,3.3166247903554,0.1346153846153846,0.14736842105263157,0.19820624179302296
7RfYc,Mohawk (No. 1),10,13,0.0,B-,I,Bb major,(211110),2,1,1,1,1,0,6,4-4B,4,8,"[5, 8, 9, 10]","[0, 7, 10, 11]",24000.0,2.5,2.8284271247461903,0.057692307692307696,0.13157894736842105,0.16903085094570333
7RfYc,Mohawk (No. 1),11,14,0.0,B-,I,Bb major,(233331),2,3,3,3,3,1,15,6-24A,6,7,"[0, 2, 6, 7, 9, 10]","[0, 2, 4, 8, 9, 11]",26000.0,4.3,4.123105625617661,0.23076923076923078,0.2263157894736842,0.24640269015229058
7RfYc,Mohawk (No. 1),12,15,0.0,E-,IV,Bb major,(012120),0,1,2,1,2,0,6,4-26,4,6,"[1, 3, 6, 10]","[0, 3, 7, 10]",28000.0,0.5,3.872983346207417,0.057692307692307696,0.02631578947368421,0.23145502494313788
7RfYc,Mohawk (No. 1),13,16,0.0,B-,I,Bb major,(254361),2,5,4,3,6,1,21,7-35,7,9,"[0, 1, 3, 5, 7, 8, 10]","[0, 2, 3, 5, 7, 9, 10]",30000.0,5.3,6.708203932499369,0.34615384615384615,0.2789473684210526,0.4008918628686366
7RfYc,Mohawk (No. 1),14,18,0.0,E-,IV,Bb major,(010020),0,1,0,0,2,0,3,3-9,3,6,"[0, 5, 10]","[2, 7, 9]",34000.0,0.5,7.874007874011811,0.0,0.02631578947368421,0.4705619740571601
7RfYc,Mohawk (No. 1),15,19,0.0,E-,IV,Bb major,(313431),3,1,3,4,3,1,15,6-19A,6,8,"[2, 3, 5, 6, 9, 10]","[0, 2, 3, 6, 7, 11]",36000.0,4.3,6.0,0.23076923076923078,0.2263157894736842,0.35856858280031806
7RfYc,Mohawk (No. 1),16,20,0.0,B-,I,Bb major,(001110),0,0,1,1,1,0,3,3-11B,3,4,"[0, 5, 9]","[2, 7, 11]",38000.0,0.0,5.291502622129181,0.0,0.0,0.31622776601683794
7RfYc,Mohawk (No. 1),17,21,0.0,B-,I,Bb major,(201210),2,0,1,2,1,0,6,4-7,4,6,"[2, 3, 10, 11]","[0, 1, 4, 5]",40000.0,2.0,2.23606797749979,0.057692307692307696,0.10526315789473684,0.1336306209562122
7RfYc,Mohawk (No. 1),18,22,0.0,C,II,Bb major,(001110),0,0,1,1,1,0,3,3-11A,3,7,"[2, 7, 10]","[2, 7, 10]",42000.0,0.0,2.23606797749979,0.0,0.0,0.1336306209562122
7RfYc,Mohawk (No. 1),19,23,0.0,F,V,Bb major,(001110),0,0,1,1,1,0,3,3-11A,3,5,"[2, 7, 10]","[2, 5, 9]",44000.0,0.0,0.0,0.0,0.0,0.0
7RfYc,Mohawk (No. 1),20,24,0.0,B-,I,Bb major,(123121),1,2,3,1,2,1,10,5-25B,5,9,"[2, 5, 7, 8, 10]","[0, 4, 7, 9, 10]",46000.0,2.8,3.3166247903554,0.1346153846153846,0.14736842105263157,0.19820624179302296
7RfYc,Mohawk (No. 1),21,25,0.0,B-,I,Bb major,(211110),2,1,1,1,1,0,6,4-4B,4,8,"[5, 8, 9, 10]","[0, 7, 10, 11]",48000.0,2.5,2.8284271247461903,0.057692307692307696,0.13157894736842105,0.16903085094570333
7RfYc,Mohawk (No. 1),22,26,0.0,B-,I,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,7,"[0, 9, 10]","[0, 2, 11]",50000.0,1.5,1.7320508075688772,0.0,0.07894736842105263,0.10350983390135313
7RfYc,Mohawk (No. 1),23,27,0.0,E-,IV,Bb major,(113221),1,1,3,2,2,1,10,5-32A,5,9,"[0, 3, 6, 7, 10]","[0, 3, 4, 7, 9]",52000.0,2.3,3.605551275463989,0.1346153846153846,0.12105263157894736,0.21547290184283363
7RfYc,Mohawk (No. 1),24,29,2.0,B-,I,Bb major,(212100),2,1,2,1,0,0,6,4-3,4,5,"[4, 5, 7, 8]","[6, 7, 9, 10]",57000.0,2.5,2.8284271247461903,0.057692307692307696,0.13157894736842105,0.16903085094570333
7RfYc,Mohawk (No. 1),25,30,0.0,E-,IV,Bb major,(343542),3,4,3,5,4,2,21,7-30A,7,13,"[0, 2, 3, 6, 7, 8, 10]","[0, 3, 4, 5, 7, 9, 11]",58000.0,6.6,6.855654600401044,0.34615384615384615,0.34736842105263155,0.4097037257057139
7RfYc,Mohawk (No. 1),26,31,0.0,E-,IV,Bb major,(344451),3,4,4,4,5,1,21,7-27B,7,8,"[0, 2, 3, 5, 6, 7, 10]","[0, 2, 3, 4, 7, 9, 11]",60000.0,5.8,2.0,0.34615384615384615,0.30526315789473685,0.11952286093343936
7RfYc,Mohawk (No. 1),27,32,0.0,B-,I,Bb major,(333321),3,3,3,3,2,1,15,6-39B,6,6,"[0, 1, 2, 3, 5, 9]","[2, 3, 4, 5, 7, 11]",62000.0,5.3,3.4641016151377544,0.23076923076923078,0.2789473684210526,0.20701966780270625
7RfYc,Mohawk (No. 1),28,33,2.0,D-,bIII,Bb major,(021120),0,2,1,1,2,0,6,4-22A,4,4,"[0, 3, 8, 10]","[2, 7, 9, 11]",65000.0,1.0,4.358898943540674,0.057692307692307696,0.05263157894736842,0.26049403612586386
7RfYc,Mohawk (No. 1),29,34,0.0,C,II,Bb major,(544332),5,4,4,3,3,2,21,7-4A,7,9,"[3, 4, 5, 6, 7, 9, 10]","[3, 4, 5, 6, 7, 9, 10]",66000.0,8.6,6.855654600401044,0.34615384615384615,0.4526315789473684,0.4097037257057139
7RfYc,Mohawk (No. 1),30,35,0.0,F,V,Bb major,(456553),4,5,6,5,5,3,28,8-27A,8,10,"[0, 2, 3, 4, 6, 7, 9, 10]","[1, 2, 4, 5, 7, 9, 10, 11]",68000.0,8.9,3.872983346207417,0.4807692307692308,0.46842105263157896,0.23145502494313788
7RfYc,Mohawk (No. 1),31,36,0.0,B-,I,Bb major,(111120),1,1,1,1,2,0,6,4-14B,4,6,"[0, 5, 9, 10]","[0, 2, 7, 11]",70000.0,1.5,9.16515138991168,0.057692307692307696,0.07894736842105263,0.5477225575051661
7RfYc,Mohawk (No. 1),32,37,2.0,F,V,Bb major,(111000),1,1,1,0,0,0,3,3-2B,3,4,"[0, 2, 3]","[7, 9, 10]",73000.0,1.5,2.23606797749979,0.0,0.07894736842105263,0.1336306209562122
7RfYc,Mohawk (No. 1),33,38,0.0,B-,I,Bb major,(554331),5,5,4,3,3,1,21,7-2B,7,8,"[0, 5, 7, 8, 9, 10, 11]","[0, 1, 2, 7, 9, 10, 11]",74000.0,8.3,7.745966692414834,0.34615384615384615,0.4368421052631579,0.46291004988627577
7RfYc,Mohawk (No. 1),34,39,0.0,E-,IV,Bb major,(143241),1,4,3,2,4,1,15,6-33A,6,9,"[0, 1, 3, 5, 7, 10]","[0, 2, 4, 7, 9, 10]",76000.0,3.8,4.47213595499958,0.23076923076923078,0.19999999999999998,0.2672612419124244
7RfYc,Mohawk (No. 1),35,40,0.0,B-,I,Bb major,(012111),0,1,2,1,1,1,6,4-27A,4,5,"[0, 2, 5, 8]","[2, 4, 7, 10]",78000.0,1.3,4.58257569495584,0.057692307692307696,0.06842105263157895,0.27386127875258304
7RfYc,Mohawk (No. 1),36,42,0.0,E-,IV,Bb major,(101100),1,0,1,1,0,0,3,3-3B,3,7,"[1, 2, 10]","[7, 10, 11]",82000.0,1.0,2.23606797749979,0.0,0.05263157894736842,0.1336306209562122
7RfYc,Mohawk (No. 1),37,43,0.0,E-,IV,Bb major,(254361),2,5,4,3,6,1,21,7-35,7,10,"[0, 1, 3, 5, 7, 8, 10]","[0, 2, 4, 5, 7, 9, 10]",84000.0,5.3,8.717797887081348,0.34615384615384615,0.2789473684210526,0.5209880722517277
7RfYc,Mohawk (No. 1),38,44,0.0,B-,I,Bb major,(565552),5,6,5,5,5,2,28,8-11A,8,9,"[0, 2, 5, 6, 7, 8, 9, 10]","[0, 2, 4, 7, 8, 9, 10, 11]",86000.0,9.6,4.123105625617661,0.4807692307692308,0.5052631578947369,0.24640269015229058
7RfYc,Mohawk (No. 1),39,45,0.0,B-,I,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,5,"[5, 7, 8, 10]","[0, 7, 9, 10]",88000.0,2.0,9.273618495495704,0.057692307692307696,0.10526315789473684,0.5542047068934521
7RfYc,Mohawk (No. 1),40,45,2.0,G,VI,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,3,"[2, 3, 5]","[7, 8, 10]",89000.0,1.5,1.7320508075688772,0.0,0.07894736842105263,0.10350983390135313
7RfYc,Mohawk (No. 1),41,47,0.0,F,V,Bb major,(223111),2,2,3,1,1,1,10,5-10A,5,8,"[2, 3, 5, 6, 8]","[0, 1, 3, 9, 10]",92000.0,3.8,3.0,0.1346153846153846,0.19999999999999998,0.17928429140015903
7RfYc,Mohawk (No. 1),42,48,0.0,B-,I,Bb major,(011010),0,1,1,0,1,0,3,3-7A,3,7,"[0, 2, 5]","[2, 4, 7]",94000.0,0.5,3.3166247903554,0.0,0.02631578947368421,0.19820624179302296
7RfYc,Mohawk (No. 1),43,49,2.0,F,V,Bb major,(001110),0,0,1,1,1,0,3,3-11B,3,3,"[2, 5, 10]","[0, 5, 9]",97000.0,0.0,1.4142135623730951,0.0,0.0,0.08451542547285167
7RfYc,Mohawk (No. 1),44,50,0.0,B-,I,Bb major,(111120),1,1,1,1,2,0,6,4-14B,4,7,"[2, 3, 5, 10]","[0, 4, 5, 7]",98000.0,1.5,1.7320508075688772,0.057692307692307696,0.07894736842105263,0.10350983390135313
7RfYc,Mohawk (No. 1),45,51,0.0,E-,IV,Bb major,(100011),1,0,0,0,1,1,3,3-5B,3,4,"[3, 4, 10]","[0, 1, 7]",100000.0,1.8,2.23606797749979,0.0,0.09473684210526316,0.1336306209562122
7RfYc,Mohawk (No. 1),46,52,0.0,B-,I,Bb major,(143241),1,4,3,2,4,1,15,6-33A,6,9,"[0, 2, 5, 7, 8, 10]","[0, 2, 4, 7, 9, 10]",102000.0,3.8,6.164414002968976,0.23076923076923078,0.19999999999999998,0.3683941988065036
7RfYc,Mohawk (No. 1),47,54,0.0,E-,IV,Bb major,(143241),1,4,3,2,4,1,15,6-33B,6,9,"[0, 3, 5, 7, 9, 10]","[0, 2, 4, 6, 7, 9]",106000.0,3.8,0.0,0.23076923076923078,0.19999999999999998,0.0
7RfYc,Mohawk (No. 1),48,55,0.0,E-,IV,Bb major,(112011),1,1,2,0,1,1,6,4-13B,4,7,"[0, 1, 7, 10]","[4, 7, 9, 10]",108000.0,2.3,4.795831523312719,0.057692307692307696,0.12105263157894736,0.2866057521105554
7RfYc,Mohawk (No. 1),49,56,0.0,B-,I,Bb major,(032221),0,3,2,2,2,1,10,5-34,5,10,"[2, 5, 7, 9, 11]","[1, 4, 7, 9, 11]",110000.0,2.3,3.1622776601683795,0.1346153846153846,0.12105263157894736,0.18898223650461363
7RfYc,Mohawk (No. 1),50,57,2.0,G,VI,Bb major,(233241),2,3,3,2,4,1,15,6-25B,6,6,"[0, 2, 3, 5, 7, 8]","[0, 1, 5, 7, 8, 10]",113000.0,4.3,3.0,0.23076923076923078,0.2263157894736842,0.17928429140015903
7RfYc,Mohawk (No. 1),51,58,0.0,C,II,Bb major,(456562),4,5,6,5,6,2,28,8-26,8,8,"[0, 2, 3, 5, 7, 8, 10, 11]","[0, 2, 3, 5, 7, 8, 10, 11]",114000.0,8.1,5.5677643628300215,0.4807692307692308,0.4263157894736842,0.33273756282434613
7RfYc,Mohawk (No. 1),52,59,0.0,F,V,Bb major,(143250),1,4,3,2,5,0,15,6-32,6,8,"[0, 2, 3, 5, 7, 10]","[0, 2, 5, 7, 9, 10]",116000.0,3.0,5.744562646538029,0.23076923076923078,0.15789473684210525,0.34330328116279757
7RfYc,Mohawk (No. 1),53,60,0.0,B-,I,Bb major,(335442),3,3,5,4,4,2,21,7-32B,7,10,"[0, 2, 3, 5, 6, 9, 10]","[0, 2, 4, 5, 7, 8, 11]",118000.0,6.1,4.242640687119285,0.34615384615384615,0.32105263157894737,0.25354627641855493
7RfYc,Mohawk (No. 1),54,63,0.0,E-,IV,Bb major,(132130),1,3,2,1,3,0,10,5-23B,5,8,"[3, 5, 7, 8, 10]","[0, 2, 4, 5, 7]",124000.0,2.5,5.196152422706632,0.1346153846153846,0.13157894736842105,0.3105295017040594
7RfYc,Mohawk (No. 1),55,64,0.0,B-,I,Bb major,(112011),1,1,2,0,1,1,6,4-13A,4,5,"[2, 3, 5, 8]","[4, 5, 7, 10]",126000.0,2.3,3.1622776601683795,0.057692307692307696,0.12105263157894736,0.18898223650461363
7RfYc,Mohawk (No. 1),56,67,0.0,E-,IV,Bb major,(143250),1,4,3,2,5,0,15,6-32,6,8,"[0, 1, 3, 5, 8, 10]","[0, 2, 5, 7, 9, 10]",132000.0,3.0,5.5677643628300215,0.23076923076923078,0.15789473684210525,0.33273756282434613
7RfYc,Mohawk (No. 1),57,70,0.0,C,II,Bb major,(10101010105),10,10,10,10,10,5,55,11-1,11,15,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11]",138000.0,19.0,16.73320053068151,1.0,1.0,1.0
7RfYc,Mohawk (No. 1),58,71,0.0,F,V,Bb major,(556543),5,5,6,5,4,3,28,8-12A,8,17,"[0, 1, 2, 3, 4, 6, 9, 10]","[1, 4, 5, 7, 8, 9, 10, 11]",140000.0,9.9,11.445523142259598,0.4807692307692308,0.5210526315789474,0.6840008354213779
7RfYc,Mohawk (No. 1),59,72,0.0,B-,I,Bb major,(143250),1,4,3,2,5,0,15,6-32,6,8,"[0, 2, 5, 7, 9, 10]","[0, 2, 4, 7, 9, 11]",142000.0,3.0,6.708203932499369,0.23076923076923078,0.15789473684210525,0.4008918628686366
7RfYc,Mohawk (No. 1),60,72,2.0,D-,bIII,Bb major,(544431),5,4,4,4,3,1,21,7-3A,7,8,"[0, 1, 4, 8, 9, 10, 11]","[0, 3, 7, 8, 9, 10, 11]",143000.0,7.8,5.0990195135927845,0.34615384615384615,0.4105263157894737,0.304724700110022
7RfYc,Mohawk (No. 1),61,73,0.0,C,II,Bb major,(432100),4,3,2,1,0,0,10,5-1,5,5,"[3, 4, 5, 6, 7]","[3, 4, 5, 6, 7]",144000.0,5.5,5.0,0.1346153846153846,0.2894736842105263,0.2988071523335984
7RfYc,Mohawk (No. 1),62,73,2.0,F,V,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,5,"[0, 2, 3, 5]","[0, 7, 9, 10]",145000.0,2.0,3.4641016151377544,0.057692307692307696,0.10526315789473684,0.20701966780270625
7RfYc,Mohawk (No. 1),63,74,0.0,B-,I,Bb major,(111120),1,1,1,1,2,0,6,4-14B,4,7,"[0, 5, 9, 10]","[0, 2, 7, 11]",146000.0,1.5,2.0,0.057692307692307696,0.07894736842105263,0.11952286093343936
7XTyc,Celebrity,0,1,0.0,B-,I,Bb major,(122230),1,2,2,2,3,0,10,5-27B,5,6,"[0, 2, 3, 7, 10]","[0, 2, 4, 5, 9]",0.0,2.0,0.0,0.1346153846153846,0.10526315789473684,0.0
7XTyc,Celebrity,1,2,0.0,C,II,Bb major,(012120),0,1,2,1,2,0,6,4-26,4,4,"[0, 3, 7, 10]","[0, 3, 7, 10]",2000.0,0.5,2.0,0.057692307692307696,0.02631578947368421,0.11952286093343936
7XTyc,Celebrity,2,2,2.0,F,V,Bb major,(111111),1,1,1,1,1,1,6,4-29A,4,4,"[1, 6, 7, 9]","[1, 2, 4, 8]",3000.0,2.3,2.0,0.057692307692307696,0.12105263157894736,0.11952286093343936
7XTyc,Celebrity,3,3,0.0,D,III,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,4,"[2, 3, 5]","[0, 1, 3]",4000.0,1.5,1.7320508075688772,0.0,0.07894736842105263,0.10350983390135313
7XTyc,Celebrity,4,3,2.0,G,VI,Bb major,(210000),2,1,0,0,0,0,3,3-1,3,3,"[1, 2, 3]","[6, 7, 8]",5000.0,2.5,1.4142135623730951,0.0,0.13157894736842105,0.08451542547285167
7XTyc,Celebrity,5,4,0.0,C,II,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,4,"[0, 9, 10]","[0, 9, 10]",6000.0,1.5,1.4142135623730951,0.0,0.07894736842105263,0.08451542547285167
7XTyc,Celebrity,6,4,2.0,F,V,Bb major,(002001),0,0,2,0,0,1,3,3-10,3,4,"[0, 3, 6]","[1, 7, 10]",7000.0,0.8,2.0,0.0,0.042105263157894736,0.11952286093343936
7XTyc,Celebrity,7,5,0.0,F,V,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,5,"[5, 7, 8, 10]","[0, 2, 3, 5]",8000.0,2.0,2.6457513110645907,0.057692307692307696,0.10526315789473684,0.15811388300841897
7XTyc,Celebrity,8,5,2.0,B-,I,Bb major,(012120),0,1,2,1,2,0,6,4-26,4,4,"[2, 5, 7, 10]","[0, 4, 7, 9]",9000.0,0.5,2.0,0.057692307692307696,0.02631578947368421,0.11952286093343936
7XTyc,Celebrity,9,6,0.0,E-,IV,Bb major,(233331),2,3,3,3,3,1,15,6-46A,6,8,"[1, 2, 3, 5, 7, 10]","[0, 2, 4, 7, 10, 11]",10000.0,4.3,3.872983346207417,0.23076923076923078,0.2263157894736842,0.23145502494313788
7XTyc,Celebrity,10,9,0.0,B-,I,Bb major,(111111),1,1,1,1,1,1,6,4-29B,4,6,"[2, 4, 5, 10]","[0, 4, 6, 7]",16000.0,2.3,4.123105625617661,0.057692307692307696,0.12105263157894736,0.24640269015229058
7XTyc,Celebrity,11,11,0.0,D,III,Bb major,(101310),1,0,1,3,1,0,6,4-19A,4,4,"[1, 2, 5, 9]","[0, 3, 7, 11]",20000.0,1.0,2.449489742783178,0.057692307692307696,0.05263157894736842,0.14638501094227996
7XTyc,Celebrity,12,11,2.0,G,VI,Bb major,(212320),2,1,2,3,2,0,10,5-37,5,6,"[0, 1, 4, 8, 11]","[1, 4, 5, 6, 9]",21000.0,2.5,2.0,0.1346153846153846,0.13157894736842105,0.11952286093343936
7XTyc,Celebrity,13,12,0.0,C,II,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,5,"[0, 7, 9, 10]","[0, 7, 9, 10]",22000.0,2.0,3.4641016151377544,0.057692307692307696,0.10526315789473684,0.20701966780270625
7XTyc,Celebrity,14,12,2.0,F,V,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,4,"[0, 2, 3, 5]","[0, 7, 9, 10]",23000.0,2.0,0.0,0.057692307692307696,0.10526315789473684,0.0
7XTyc,Celebrity,15,13,0.0,F,V,Bb major,(210000),2,1,0,0,0,0,3,3-1,3,4,"[8, 9, 10]","[3, 4, 5]",24000.0,2.5,2.6457513110645907,0.0,0.13157894736842105,0.15811388300841897
7XTyc,Celebrity,16,13,2.0,B-,I,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,4,"[5, 7, 8, 10]","[0, 7, 9, 10]",25000.0,2.0,2.6457513110645907,0.057692307692307696,0.10526315789473684,0.15811388300841897
7XTyc,Celebrity,17,14,0.0,E-,IV,Bb major,(112011),1,1,2,0,1,1,6,4-13A,4,4,"[0, 3, 9, 10]","[0, 6, 7, 9]",26000.0,2.3,1.4142135623730951,0.057692307692307696,0.12105263157894736,0.08451542547285167
7XTyc,Celebrity,18,15,0.0,B-,I,Bb major,(554331),5,5,4,3,3,1,21,7-2A,7,9,"[2, 3, 4, 5, 6, 7, 9]","[4, 5, 6, 7, 8, 9, 11]",28000.0,8.3,7.0,0.34615384615384615,0.4368421052631579,0.4183300132670378
7XTyc,Celebrity,19,17,0.0,D,III,Bb major,(032140),0,3,2,1,4,0,10,5-35,5,6,"[2, 4, 7, 9, 11]","[0, 2, 5, 7, 9]",32000.0,1.5,6.244997998398398,0.1346153846153846,0.07894736842105263,0.37321001364608947
7XTyc,Celebrity,20,18,0.0,D,III,Bb major,(213211),2,1,3,2,1,1,10,5-16A,5,5,"[1, 6, 7, 9, 10]","[4, 5, 7, 8, 11]",34000.0,3.3,4.47213595499958,0.1346153846153846,0.17368421052631577,0.2672612419124244
