id,tune,segment_idx,measure,beat,chord_symbol,chord_function,key,iv,ic1,ic2,ic3,ic4,ic5,ic6,iv_sum,forte_class,cardinality,note_count,pitch_classes,relative_pcs,timestamp_ms,dissonance,iv_distance,iv_sum_norm,dissonance_norm,iv_distance_norm
1p64c,Barbados,0,1,0.0,F,I,F major,(122010),1,2,2,0,1,0,6,4-10,4,4,"[0, 7, 9, 10]","[2, 4, 5, 7]",0.0,2.0,0.0,0.057692307692307696,0.10526315789473684,0.0
1p64c,Barbados,1,2,0.0,G,II,F major,(111000),1,1,1,0,0,0,3,3-2A,3,3,"[0, 9, 10]","[2, 3, 5]",2000.0,1.5,1.7320508075688772,0.0,0.07894736842105263,0.10350983390135313
1p64c,Barbados,2,2,2.0,C,V,F major,(010101),0,1,0,1,0,1,3,3-8A,3,3,"[1, 7, 9]","[1, 7, 9]",3000.0,1.3,2.0,0.0,0.06842105263157895,0.11952286093343936
1p64c,Barbados,3,3,0.0,F,I,F major,(143241),1,4,3,2,4,1,15,6-33B,6,8,"[0, 2, 4, 5, 7, 10]","[0, 2, 5, 7, 9, 11]",4000.0,3.8,6.0,0.23076923076923078,0.19999999999999998,0.35856858280031806
1p64c,Barbados,4,4,0.0,C,V,F major,(121110),1,2,1,1,1,0,6,4-11A,4,4,"[0, 2, 9, 10]","[0, 2, 9, 10]",6000.0,2.0,4.358898943540674,0.057692307692307696,0.10526315789473684,0.26049403612586386
1p64c,Barbados,5,4,2.0,F,I,F major,(111111),1,1,1,1,1,1,6,4-29A,4,4,"[2, 3, 5, 9]","[0, 4, 9, 10]",7000.0,2.3,1.4142135623730951,0.057692307692307696,0.12105263157894736,0.08451542547285167
1p64c,Barbados,6,5,0.0,B-,IV,F major,(111120),1,1,1,1,2,0,6,4-14A,4,5,"[0, 5, 7, 8]","[2, 7, 9, 10]",8000.0,1.5,1.4142135623730951,0.057692307692307696,0.07894736842105263,0.08451542547285167
1p64c,Barbados,7,6,0.0,B-,IV,F major,(143241),1,4,3,2,4,1,15,6-33B,6,8,"[0, 3, 5, 7, 9, 10]","[0, 2, 5, 7, 9, 11]",10000.0,3.8,4.358898943540674,0.23076923076923078,0.19999999999999998,0.26049403612586386
1p64c,Barbados,8,8,0.0,F,I,F major,(111000),1,1,1,0,0,0,3,3-2A,3,6,"[0, 9, 10]","[4, 5, 7]",14000.0,1.5,5.830951894845301,0.0,0.07894736842105263,0.3484660262185848
1p64c,Barbados,9,9,0.0,G,II,F major,(132130),1,3,2,1,3,0,10,5-23B,5,7,"[0, 5, 7, 9, 10]","[0, 2, 3, 5, 10]",16000.0,2.5,3.872983346207417,0.1346153846153846,0.13157894736842105,0.23145502494313788
1p64c,Barbados,10,10,0.0,C,V,F major,(010101),0,1,0,1,0,1,3,3-8A,3,4,"[1, 7, 9]","[1, 7, 9]",18000.0,1.3,4.358898943540674,0.0,0.06842105263157895,0.26049403612586386
1p64c,Barbados,11,11,0.0,F,I,F major,(121110),1,2,1,1,1,0,6,4-11A,4,7,"[4, 5, 7, 9]","[0, 2, 4, 11]",20000.0,2.0,2.23606797749979,0.057692307692307696,0.10526315789473684,0.1336306209562122
1p64c,Barbados,12,12,0.0,G,II,F major,(111000),1,1,1,0,0,0,3,3-2A,3,3,"[4, 5, 7]","[0, 9, 10]",22000.0,1.5,1.7320508075688772,0.0,0.07894736842105263,0.10350983390135313
1p64c,Barbados,13,12,2.0,C,V,F major,(121110),1,2,1,1,1,0,6,4-11A,4,4,"[4, 5, 7, 9]","[4, 5, 7, 9]",23000.0,2.0,1.7320508075688772,0.057692307692307696,0.10526315789473684,0.10350983390135313
1p64c,Barbados,14,13,0.0,F,I,F major,(122010),1,2,2,0,1,0,6,4-10,4,4,"[0, 7, 9, 10]","[2, 4, 5, 7]",24000.0,2.0,1.4142135623730951,0.057692307692307696,0.10526315789473684,0.08451542547285167
1p64c,Barbados,15,14,0.0,G,II,F major,(111000),1,1,1,0,0,0,3,3-2A,3,3,"[0, 9, 10]","[2, 3, 5]",26000.0,1.5,1.7320508075688772,0.0,0.07894736842105263,0.10350983390135313
1p64c,Barbados,16,14,2.0,C,V,F major,(010101),0,1,0,1,0,1,3,3-8A,3,3,"[1, 7, 9]","[1, 7, 9]",27000.0,1.3,2.0,0.0,0.06842105263157895,0.11952286093343936
1p64c,Barbados,17,15,0.0,F,I,F major,(143241),1,4,3,2,4,1,15,6-33B,6,8,"[0, 2, 4, 5, 7, 10]","[0, 2, 5, 7, 9, 11]",28000.0,3.8,6.0,0.23076923076923078,0.19999999999999998,0.35856858280031806
1p64c,Barbados,18,16,0.0,C,V,F major,(121110),1,2,1,1,1,0,6,4-11A,4,4,"[0, 2, 9, 10]","[0, 2, 9, 10]",30000.0,2.0,4.358898943540674,0.057692307692307696,0.10526315789473684,0.26049403612586386
1p64c,Barbados,19,16,2.0,F,I,F major,(111111),1,1,1,1,1,1,6,4-29A,4,4,"[2, 3, 5, 9]","[0, 4, 9, 10]",31000.0,2.3,1.4142135623730951,0.057692307692307696,0.12105263157894736,0.08451542547285167
1p64c,Barbados,20,17,0.0,B-,IV,F major,(111120),1,1,1,1,2,0,6,4-14A,4,5,"[0, 5, 7, 8]","[2, 7, 9, 10]",32000.0,1.5,1.4142135623730951,0.057692307692307696,0.07894736842105263,0.08451542547285167
1p64c,Barbados,21,18,0.0,B-,IV,F major,(143241),1,4,3,2,4,1,15,6-33B,6,8,"[0, 3, 5, 7, 9, 10]","[0, 2, 5, 7, 9, 11]",34000.0,3.8,4.358898943540674,0.23076923076923078,0.19999999999999998,0.26049403612586386
1p64c,Barbados,22,20,0.0,F,I,F major,(111000),1,1,1,0,0,0,3,3-2A,3,6,"[0, 9, 10]","[4, 5, 7]",38000.0,1.5,5.830951894845301,0.0,0.07894736842105263,0.3484660262185848
1p64c,Barbados,23,21,0.0,G,II,F major,(132130),1,3,2,1,3,0,10,5-23B,5,7,"[0, 5, 7, 9, 10]","[0, 2, 3, 5, 10]",40000.0,2.5,3.872983346207417,0.1346153846153846,0.13157894736842105,0.23145502494313788
1p64c,Barbados,24,22,0.0,C,V,F major,(010101),0,1,0,1,0,1,3,3-8A,3,4,"[1, 7, 9]","[1, 7, 9]",42000.0,1.3,4.358898943540674,0.0,0.06842105263157895,0.26049403612586386
1p64c,Barbados,25,23,0.0,F,I,F major,(121110),1,2,1,1,1,0,6,4-11A,4,7,"[4, 5, 7, 9]","[0, 2, 4, 11]",44000.0,2.0,2.23606797749979,0.057692307692307696,0.10526315789473684,0.1336306209562122
1p64c,Barbados,26,24,0.0,G,II,F major,(111000),1,1,1,0,0,0,3,3-2A,3,3,"[4, 5, 7]","[0, 9, 10]",46000.0,1.5,1.7320508075688772,0.0,0.07894736842105263,0.10350983390135313
1p64c,Barbados,27,24,2.0,C,V,F major,(121110),1,2,1,1,1,0,6,4-11A,4,4,"[4, 5, 7, 9]","[4, 5, 7, 9]",47000.0,2.0,1.7320508075688772,0.057692307692307696,0.10526315789473684,0.10350983390135313
1p64c,Barbados,28,25,0.0,F,I,F major,(122230),1,2,2,2,3,0,10,5-27A,5,10,"[0, 2, 5, 9, 10]","[0, 4, 5, 7, 9]",48000.0,2.0,2.449489742783178,0.1346153846153846,0.10526315789473684,0.14638501094227996
1p64c,Barbados,29,26,0.0,G,II,F major,(122230),1,2,2,2,3,0,10,5-27A,5,6,"[0, 2, 5, 9, 10]","[2, 3, 5, 7, 10]",50000.0,2.0,0.0,0.1346153846153846,0.10526315789473684,0.0
1p64c,Barbados,30,26,2.0,C,V,F major,(020301),0,2,0,3,0,1,6,4-24,4,5,"[0, 4, 8, 10]","[0, 4, 8, 10]",51000.0,1.8,4.0,0.057692307692307696,0.09473684210526316,0.23904572186687872
1p64c,Barbados,31,27,0.0,F,I,F major,(012120),0,1,2,1,2,0,6,4-26,4,7,"[0, 2, 5, 9]","[0, 4, 7, 9]",52000.0,0.5,3.7416573867739413,0.057692307692307696,0.02631578947368421,0.22360679774997896
1p64c,Barbados,32,28,0.0,C,V,F major,(012120),0,1,2,1,2,0,6,4-26,4,4,"[0, 3, 7, 10]","[0, 3, 7, 10]",54000.0,0.5,0.0,0.057692307692307696,0.02631578947368421,0.0
1p64c,Barbados,33,28,2.0,F,I,F major,(321000),3,2,1,0,0,0,6,4-1,4,4,"[0, 1, 2, 11]","[6, 7, 8, 9]",55000.0,4.0,4.0,0.057692307692307696,0.21052631578947367,0.23904572186687872
1p64c,Barbados,34,29,0.0,B-,IV,F major,(122010),1,2,2,0,1,0,6,4-10,4,5,"[5, 7, 8, 10]","[0, 7, 9, 10]",56000.0,2.0,2.449489742783178,0.057692307692307696,0.10526315789473684,0.14638501094227996
1p64c,Barbados,35,31,0.0,F,I,F major,(232341),2,3,2,3,4,1,15,6-26,6,8,"[0, 2, 4, 5, 9, 10]","[0, 4, 5, 7, 9, 11]",60000.0,4.3,4.58257569495584,0.23076923076923078,0.2263157894736842,0.27386127875258304
1p64c,Barbados,36,32,0.0,F,I,F major,(121110),1,2,1,1,1,0,6,4-11B,4,5,"[0, 2, 3, 10]","[5, 7, 9, 10]",62000.0,2.0,4.123105625617661,0.057692307692307696,0.10526315789473684,0.24640269015229058
1p64c,Barbados,37,32,2.0,D,VI,F major,(111000),1,1,1,0,0,0,3,3-2A,3,5,"[6, 7, 9]","[4, 5, 7]",63000.0,1.5,1.7320508075688772,0.0,0.07894736842105263,0.10350983390135313
1p64c,Barbados,38,33,0.0,G,II,F major,(777663),7,7,7,6,6,3,36,9-2B,9,12,"[0, 1, 2, 3, 4, 5, 6, 7, 10]","[0, 3, 5, 6, 7, 8, 9, 10, 11]",64000.0,12.9,13.74772708486752,0.6346153846153846,0.6789473684210526,0.8215838362577492
1p64c,Barbados,39,34,0.0,C,V,F major,(456553),4,5,6,5,5,3,28,8-27B,8,16,"[0, 1, 3, 4, 5, 7, 9, 10]","[0, 1, 3, 4, 5, 7, 9, 10]",66000.0,8.9,4.0,0.4807692307692308,0.46842105263157896,0.23904572186687872
1p64c,Barbados,40,35,0.0,F,I,F major,(677673),6,7,7,6,7,3,36,9-7B,9,16,"[0, 2, 4, 5, 7, 8, 9, 10, 11]","[0, 2, 3, 4, 5, 6, 7, 9, 11]",68000.0,11.9,3.7416573867739413,0.6346153846153846,0.6263157894736843,0.22360679774997896
1p64c,Barbados,41,36,2.0,C,V,F major,(111000),1,1,1,0,0,0,3,3-2A,3,5,"[0, 9, 10]","[0, 9, 10]",71000.0,1.5,13.820274961085254,0.0,0.07894736842105263,0.8259194011178435
1p64c,Barbados,42,38,0.0,F,I,F major,(143250),1,4,3,2,5,0,15,6-32,6,9,"[0, 2, 4, 5, 7, 9]","[0, 2, 4, 7, 9, 11]",74000.0,3.0,6.48074069840786,0.23076923076923078,0.15789473684210525,0.3872983346207417
1p64c,Barbados,43,39,0.0,F,I,F major,(210021),2,1,0,0,2,1,6,4-6,4,4,"[0, 5, 10, 11]","[0, 5, 6, 7]",76000.0,3.3,5.744562646538029,0.057692307692307696,0.17368421052631577,0.34330328116279757
1p64c,Barbados,44,40,0.0,C,V,F major,(122131),1,2,2,1,3,1,10,5-29B,5,6,"[0, 2, 3, 7, 9]","[0, 2, 3, 7, 9]",78000.0,2.8,2.8284271247461903,0.1346153846153846,0.14736842105263157,0.16903085094570333
1p64c,Barbados,45,42,0.0,B-,IV,F major,(233241),2,3,3,2,4,1,15,6-47B,6,9,"[0, 3, 5, 8, 10, 11]","[0, 1, 2, 5, 7, 10]",82000.0,4.3,2.23606797749979,0.23076923076923078,0.2263157894736842,0.1336306209562122
1p64c,Barbados,46,43,0.0,F,I,F major,(101100),1,0,1,1,0,0,3,3-3B,3,5,"[5, 8, 9]","[0, 3, 4]",84000.0,1.0,5.656854249492381,0.0,0.05263157894736842,0.33806170189140666
1p64c,Barbados,47,44,0.0,A,III,F major,(012120),0,1,2,1,2,0,6,4-26,4,4,"[0, 4, 7, 9]","[0, 3, 7, 10]",86000.0,0.5,2.6457513110645907,0.057692307692307696,0.02631578947368421,0.15811388300841897
1p64c,Barbados,48,44,2.0,A-,bIII,F major,(012120),0,1,2,1,2,0,6,4-26,4,4,"[3, 6, 8, 11]","[0, 3, 7, 10]",87000.0,0.5,0.0,0.057692307692307696,0.02631578947368421,0.0
1p64c,Barbados,49,45,0.0,G,II,F major,(353442),3,5,3,4,4,2,21,7-24B,7,8,"[0, 2, 4, 5, 6, 7, 10]","[0, 3, 5, 7, 9, 10, 11]",88000.0,7.1,6.557438524302,0.34615384615384615,0.3736842105263158,0.3918819064098629
1p64c,Barbados,50,46,0.0,C,V,F major,(020301),0,2,0,3,0,1,6,4-24,4,7,"[0, 4, 8, 10]","[0, 4, 8, 10]",90000.0,1.8,6.708203932499369,0.057692307692307696,0.09473684210526316,0.4008918628686366
1p64c,Barbados,51,47,0.0,F,I,F major,(100110),1,0,0,1,1,0,3,3-4A,3,4,"[0, 7, 8]","[2, 3, 7]",92000.0,1.0,3.3166247903554,0.0,0.05263157894736842,0.19820624179302296
2RfYc,Laird Baird,0,2,0.0,B-,I,Bb major,(001110),0,0,1,1,1,0,3,3-11B,3,5,"[2, 5, 10]","[0, 4, 7]",2000.0,0.0,0.0,0.0,0.0,0.0
2RfYc,Laird Baird,1,3,0.0,A,VII,Bb major,(132130),1,3,2,1,3,0,10,5-23A,5,6,"[0, 2, 7, 9, 10]","[0, 1, 3, 5, 10]",4000.0,2.5,3.872983346207417,0.1346153846153846,0.13157894736842105,0.23145502494313788
2RfYc,Laird Baird,2,3,2.0,D,III,Bb major,(210111),2,1,0,1,1,1,6,4-5A,4,6,"[0, 1, 2, 6]","[0, 4, 10, 11]",5000.0,3.3,3.7416573867739413,0.057692307692307696,0.17368421052631577,0.22360679774997896
2RfYc,Laird Baird,3,4,0.0,G,VI,Bb major,(001110),0,0,1,1,1,0,3,3-11B,3,3,"[2, 5, 10]","[3, 7, 10]",6000.0,0.0,2.6457513110645907,0.0,0.0,0.15811388300841897
2RfYc,Laird Baird,4,5,0.0,F,V,Bb major,(030201),0,3,0,2,0,1,6,4-21,4,6,"[0, 2, 8, 10]","[3, 5, 7, 9]",8000.0,2.3,3.605551275463989,0.057692307692307696,0.12105263157894736,0.21547290184283363
2RfYc,Laird Baird,5,5,2.0,B-,I,Bb major,(012111),0,1,2,1,1,1,6,4-27A,4,4,"[1, 5, 7, 10]","[0, 3, 7, 9]",9000.0,1.3,3.1622776601683795,0.057692307692307696,0.06842105263157895,0.18898223650461363
2RfYc,Laird Baird,6,6,0.0,E-,IV,Bb major,(143241),1,4,3,2,4,1,15,6-33A,6,7,"[1, 3, 5, 8, 10, 11]","[0, 2, 5, 7, 8, 10]",10000.0,3.8,4.58257569495584,0.23076923076923078,0.19999999999999998,0.27386127875258304
2RfYc,Laird Baird,7,7,0.0,E-,IV,Bb major,(223111),2,2,3,1,1,1,10,5-10B,5,8,"[0, 1, 3, 4, 10]","[0, 1, 7, 9, 10]",12000.0,3.8,3.872983346207417,0.1346153846153846,0.19999999999999998,0.23145502494313788
2RfYc,Laird Baird,8,8,0.0,D,III,Bb major,(101220),1,0,1,2,2,0,6,4-20,4,7,"[2, 5, 9, 10]","[0, 3, 7, 8]",14000.0,1.0,3.4641016151377544,0.057692307692307696,0.05263157894736842,0.20701966780270625
2RfYc,Laird Baird,9,9,0.0,D-,bIII,Bb major,(353442),3,5,3,4,4,2,21,7-24B,7,8,"[2, 4, 6, 8, 9, 10, 11]","[1, 3, 5, 7, 8, 9, 10]",16000.0,7.1,6.708203932499369,0.34615384615384615,0.3736842105263158,0.4008918628686366
2RfYc,Laird Baird,10,10,0.0,C,II,Bb major,(434442),4,3,4,4,4,2,21,7-38B,7,8,"[0, 2, 3, 5, 6, 7, 11]","[0, 2, 3, 5, 6, 7, 11]",18000.0,7.1,2.449489742783178,0.34615384615384615,0.3736842105263158,0.14638501094227996
2RfYc,Laird Baird,11,11,0.0,F,V,Bb major,(656542),6,5,6,5,4,2,28,8-3,8,10,"[0, 3, 6, 7, 8, 9, 10, 11]","[1, 2, 3, 4, 5, 6, 7, 10]",20000.0,10.1,3.605551275463989,0.4807692307692308,0.531578947368421,0.21547290184283363
2RfYc,Laird Baird,12,12,0.0,B-,I,Bb major,(332110),3,3,2,1,1,0,10,5-2B,5,5,"[0, 1, 2, 3, 10]","[0, 2, 3, 4, 5]",22000.0,4.5,7.615773105863909,0.1346153846153846,0.23684210526315788,0.45512949491639976
2RfYc,Laird Baird,13,14,0.0,B-,I,Bb major,(543342),5,4,3,3,4,2,21,7-5A,7,9,"[0, 2, 3, 4, 9, 10, 11]","[0, 1, 2, 4, 5, 6, 11]",26000.0,8.6,4.795831523312719,0.34615384615384615,0.4526315789473684,0.2866057521105554
2RfYc,Laird Baird,14,15,0.0,A,VII,Bb major,(111000),1,1,1,0,0,0,3,3-2B,3,3,"[4, 6, 7]","[7, 9, 10]",28000.0,1.5,7.615773105863909,0.0,0.07894736842105263,0.45512949491639976
2RfYc,Laird Baird,15,15,2.0,D,III,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,4,"[0, 1, 3]","[1, 10, 11]",29000.0,1.5,0.0,0.0,0.07894736842105263,0.0
2RfYc,Laird Baird,16,16,0.0,G,VI,Bb major,(111120),1,1,1,1,2,0,6,4-14A,4,4,"[2, 7, 9, 10]","[0, 2, 3, 7]",30000.0,1.5,2.23606797749979,0.057692307692307696,0.07894736842105263,0.1336306209562122
2RfYc,Laird Baird,17,17,0.0,F,V,Bb major,(001110),0,0,1,1,1,0,3,3-11A,3,4,"[0, 3, 7]","[2, 7, 10]",32000.0,0.0,1.7320508075688772,0.0,0.0,0.10350983390135313
2RfYc,Laird Baird,18,17,2.0,B-,I,Bb major,(000300),0,0,0,3,0,0,3,3-12,3,4,"[2, 6, 10]","[0, 4, 8]",33000.0,0.0,2.449489742783178,0.0,0.0,0.14638501094227996
2RfYc,Laird Baird,19,18,0.0,E-,IV,Bb major,(032221),0,3,2,2,2,1,10,5-34,5,7,"[1, 3, 5, 7, 10]","[0, 2, 4, 7, 10]",34000.0,2.3,4.358898943540674,0.1346153846153846,0.12105263157894736,0.26049403612586386
2RfYc,Laird Baird,20,19,0.0,E-,IV,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,4,"[0, 1, 3]","[0, 9, 10]",36000.0,1.5,3.872983346207417,0.0,0.07894736842105263,0.23145502494313788
2RfYc,Laird Baird,21,20,0.0,D,III,Bb major,(677673),6,7,7,6,7,3,36,9-7B,9,16,"[0, 2, 3, 5, 6, 7, 8, 9, 10]","[0, 1, 3, 4, 5, 6, 7, 8, 10]",38000.0,11.9,13.820274961085254,0.6346153846153846,0.6263157894736843,0.8259194011178435
2RfYc,Laird Baird,22,21,0.0,D-,bIII,Bb major,(10101010105),10,10,10,10,10,5,55,11-1,11,18,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",40000.0,19.0,7.937253933193772,1.0,1.0,0.47434164902525694
2RfYc,Laird Baird,23,22,0.0,C,II,Bb major,(233241),2,3,3,2,4,1,15,6-25B,6,7,"[0, 2, 3, 7, 9, 10]","[0, 2, 3, 7, 9, 10]",42000.0,4.3,16.673332000533065,0.23076923076923078,0.2263157894736842,0.9964221709983889
2RfYc,Laird Baird,24,23,0.0,F,V,Bb major,(336333),3,3,6,3,3,3,21,7-31B,7,10,"[0, 1, 3, 4, 7, 9, 10]","[2, 4, 5, 7, 8, 10, 11]",44000.0,6.9,4.0,0.34615384615384615,0.3631578947368421,0.23904572186687872
2RfYc,Laird Baird,25,24,0.0,B-,I,Bb major,(448444),4,4,8,4,4,4,28,8-28,8,11,"[0, 1, 3, 4, 6, 7, 9, 10]","[0, 2, 3, 5, 6, 8, 9, 11]",46000.0,9.2,3.0,0.4807692307692308,0.4842105263157894,0.17928429140015903
2RfYc,Laird Baird,26,25,2.0,F,V,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,4,"[0, 9, 10]","[4, 5, 7]",49000.0,1.5,10.723805294763608,0.0,0.07894736842105263,0.6408699444616557
2RfYc,Laird Baird,27,26,0.0,B-,I,Bb major,(443352),4,4,3,3,5,2,21,7-14B,7,9,"[0, 2, 3, 4, 5, 9, 10]","[0, 2, 4, 5, 6, 7, 11]",50000.0,7.6,7.745966692414834,0.34615384615384615,0.39999999999999997,0.46291004988627577
2RfYc,Laird Baird,28,28,2.0,C,II,Bb major,(433221),4,3,3,2,2,1,15,6-3A,6,7,"[0, 2, 3, 9, 10, 11]","[0, 2, 3, 9, 10, 11]",55000.0,6.3,3.4641016151377544,0.23076923076923078,0.33157894736842103,0.20701966780270625
2RfYc,Laird Baird,29,29,0.0,F,V,Bb major,(464644),4,6,4,6,4,4,28,8-25,8,8,"[0, 1, 2, 4, 6, 7, 8, 10]","[1, 2, 3, 5, 7, 8, 9, 11]",56000.0,10.2,6.244997998398398,0.4807692307692308,0.5368421052631579,0.37321001364608947
2RfYc,Laird Baird,30,29,2.0,B-,I,Bb major,(654553),6,5,4,5,5,3,28,8-5B,8,8,"[0, 1, 2, 6, 7, 8, 10, 11]","[0, 1, 2, 3, 4, 8, 9, 10]",57000.0,10.9,2.8284271247461903,0.4807692307692308,0.5736842105263158,0.16903085094570333
2RfYc,Laird Baird,31,30,0.0,E-,IV,Bb major,(021120),0,2,1,1,2,0,6,4-22A,4,9,"[3, 5, 7, 10]","[0, 2, 4, 7]",58000.0,1.0,9.38083151964686,0.057692307692307696,0.05263157894736842,0.5606119105813882
2RfYc,Laird Baird,32,31,0.0,E-,IV,Bb major,(021030),0,2,1,0,3,0,6,4-23,4,6,"[0, 5, 7, 10]","[2, 4, 7, 9]",60000.0,1.0,1.4142135623730951,0.057692307692307696,0.05263157894736842,0.08451542547285167
2RfYc,Laird Baird,33,32,0.0,D,III,Bb major,(254361),2,5,4,3,6,1,21,7-35,7,10,"[0, 2, 3, 5, 7, 9, 10]","[0, 1, 3, 5, 7, 8, 10]",62000.0,5.3,6.4031242374328485,0.34615384615384615,0.2789473684210526,0.38265986388511064
2RfYc,Laird Baird,34,33,0.0,D-,bIII,Bb major,(898884),8,9,8,8,8,4,45,10-2,10,15,"[0, 2, 4, 5, 6, 7, 8, 9, 10, 11]","[1, 3, 4, 5, 6, 7, 8, 9, 10, 11]",64000.0,15.7,10.295630140987,0.8076923076923077,0.8263157894736842,0.615281584781658
2RfYc,Laird Baird,35,34,0.0,C,II,Bb major,(335442),3,3,5,4,4,2,21,7-32A,7,9,"[0, 2, 3, 6, 7, 9, 10]","[0, 2, 3, 6, 7, 9, 10]",66000.0,6.1,10.295630140987,0.34615384615384615,0.32105263157894737,0.615281584781658
2RfYc,Laird Baird,36,35,0.0,F,V,Bb major,(122131),1,2,2,1,3,1,10,5-29A,5,11,"[2, 3, 5, 8, 10]","[0, 3, 5, 9, 10]",68000.0,2.8,5.0,0.1346153846153846,0.14736842105263157,0.2988071523335984
2RfYc,Laird Baird,37,38,0.0,B-,I,Bb major,(322210),3,2,2,2,1,0,10,5-3B,5,7,"[2, 3, 5, 6, 7]","[4, 5, 7, 8, 9]",74000.0,4.0,3.1622776601683795,0.1346153846153846,0.21052631578947367,0.18898223650461363
2RfYc,Laird Baird,38,39,0.0,A,VII,Bb major,(233331),2,3,3,3,3,1,15,6-24A,6,6,"[0, 2, 6, 7, 9, 10]","[0, 1, 3, 5, 9, 10]",76000.0,4.3,3.0,0.23076923076923078,0.2263157894736842,0.17928429140015903
2RfYc,Laird Baird,39,39,2.0,D,III,Bb major,(002001),0,0,2,0,0,1,3,3-10,3,3,"[0, 3, 9]","[1, 7, 10]",77000.0,0.8,5.656854249492381,0.0,0.042105263157894736,0.33806170189140666
2RfYc,Laird Baird,40,40,0.0,G,VI,Bb major,(001110),0,0,1,1,1,0,3,3-11A,3,3,"[2, 7, 10]","[0, 3, 7]",78000.0,0.0,2.0,0.0,0.0,0.11952286093343936
2RfYc,Laird Baird,41,40,2.0,C,II,Bb major,(122230),1,2,2,2,3,0,10,5-27A,5,6,"[0, 3, 7, 8, 10]","[0, 3, 7, 8, 10]",79000.0,2.0,3.3166247903554,0.1346153846153846,0.10526315789473684,0.19820624179302296
2RfYc,Laird Baird,42,42,0.0,E-,IV,Bb major,(010020),0,1,0,0,2,0,3,3-9,3,4,"[3, 5, 10]","[0, 2, 7]",82000.0,0.5,3.3166247903554,0.0,0.02631578947368421,0.19820624179302296
2RfYc,Laird Baird,43,43,0.0,E-,IV,Bb major,(122230),1,2,2,2,3,0,10,5-27B,5,7,"[1, 3, 5, 6, 10]","[0, 2, 3, 7, 10]",84000.0,2.0,3.3166247903554,0.1346153846153846,0.10526315789473684,0.19820624179302296
2RfYc,Laird Baird,44,44,0.0,D,III,Bb major,(011010),0,1,1,0,1,0,3,3-7B,3,3,"[0, 2, 9]","[0, 7, 10]",86000.0,0.5,3.3166247903554,0.0,0.02631578947368421,0.19820624179302296
2RfYc,Laird Baird,45,45,0.0,D-,bIII,Bb major,(254361),2,5,4,3,6,1,21,7-35,7,10,"[1, 3, 4, 6, 8, 9, 11]","[0, 2, 3, 5, 7, 8, 10]",88000.0,5.3,8.0,0.34615384615384615,0.2789473684210526,0.47809144373375745
2RfYc,Laird Baird,46,49,0.0,C,II,Bb major,(323430),3,2,3,4,3,0,15,6-14A,6,6,"[0, 1, 4, 8, 9, 11]","[0, 1, 4, 8, 9, 11]",96000.0,4.0,4.69041575982343,0.23076923076923078,0.21052631578947367,0.2803059552906941
2RfYc,Laird Baird,47,49,2.0,F,V,Bb major,(142422),1,4,2,4,2,2,15,6-34B,6,8,"[1, 3, 5, 7, 9, 10]","[0, 2, 4, 5, 8, 10]",97000.0,4.6,3.7416573867739413,0.23076923076923078,0.2421052631578947,0.22360679774997896
2RfYc,Laird Baird,48,50,0.0,B-,I,Bb major,(143241),1,4,3,2,4,1,15,6-33B,6,7,"[0, 3, 5, 7, 9, 10]","[0, 2, 5, 7, 9, 11]",98000.0,3.8,3.1622776601683795,0.23076923076923078,0.19999999999999998,0.18898223650461363
3RfYc,Marmaduke,0,1,0.0,A,III,F major,(111000),1,1,1,0,0,0,3,3-2A,3,3,"[0, 2, 11]","[2, 3, 5]",0.0,1.5,0.0,0.0,0.07894736842105263,0.0
3RfYc,Marmaduke,1,1,2.0,D,VI,F major,(021120),0,2,1,1,2,0,6,4-22B,4,4,"[0, 2, 4, 9]","[0, 2, 7, 10]",1000.0,1.0,2.6457513110645907,0.057692307692307696,0.05263157894736842,0.15811388300841897
3RfYc,Marmaduke,2,2,0.0,G,II,F major,(111000),1,1,1,0,0,0,3,3-2B,3,6,"[7, 9, 10]","[0, 2, 3]",2000.0,1.5,2.6457513110645907,0.0,0.07894736842105263,0.15811388300841897
3RfYc,Marmaduke,3,3,0.0,G,II,F major,(122230),1,2,2,2,3,0,10,5-27B,5,6,"[2, 5, 7, 9, 10]","[0, 2, 3, 7, 10]",4000.0,2.0,3.872983346207417,0.1346153846153846,0.10526315789473684,0.23145502494313788
3RfYc,Marmaduke,4,4,0.0,G,II,F major,(122010),1,2,2,0,1,0,6,4-10,4,9,"[0, 7, 9, 10]","[0, 2, 3, 5]",6000.0,2.0,2.8284271247461903,0.057692307692307696,0.10526315789473684,0.16903085094570333
3RfYc,Marmaduke,5,5,0.0,G,II,F major,(021120),0,2,1,1,2,0,6,4-22B,4,4,"[2, 5, 7, 9]","[0, 2, 7, 10]",8000.0,1.0,2.0,0.057692307692307696,0.05263157894736842,0.11952286093343936
3RfYc,Marmaduke,6,6,0.0,F,I,F major,(122010),1,2,2,0,1,0,6,4-10,4,5,"[2, 4, 5, 7]","[0, 2, 9, 11]",10000.0,2.0,2.0,0.057692307692307696,0.10526315789473684,0.11952286093343936
